#
# INPUTFILE 
# ENERGYOUT energy.dat
# GEOMOUT geometry.xyz
# RANDOMSEED 41
# DESIREDTEMPERATURE 298.150000 K
# BOUNDARY 10.000000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSWAITTIME 5.000000 s
# ENERGYWAITTIME 0.001000 ps
# GEOMWAITTIME 0.001000 ps
# TOTALTIME 0.500000 ps
# TIMESTEP 0.000500 ps
# EQTIME 0.000000 ps
# EQRATE 2.000000 p
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol]
#  time      e_total      e_kin      e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
 0.1320  2.03885e+05  3.277e+00  2.039e+05  2.039e+05  4.131e+00  0.000e+00  2.041e+05 -1.775e+02  8.716e-01  2.984e+00  2.759e-01  0.000e+00
 0.1330  2.08165e+05  3.299e+00  2.082e+05  2.082e+05  4.102e+00  0.000e+00  2.083e+05 -1.783e+02  5.581e-01  3.253e+00  2.908e-01  0.000e+00
 0.1340  2.18906e+05  2.760e+00  2.189e+05  2.189e+05  4.649e+00  0.000e+00  2.191e+05 -1.793e+02  1.035e+00  3.309e+00  3.053e-01  0.000e+00
 0.1350  2.30633e+05  2.087e+00  2.306e+05  2.306e+05  5.336e+00  0.000e+00  2.308e+05 -1.801e+02  1.897e+00  3.120e+00  3.193e-01  0.000e+00
 0.1360  2.35845e+05  2.067e+00  2.358e+05  2.358e+05  5.360e+00  0.000e+00  2.360e+05 -1.807e+02  2.326e+00  2.702e+00  3.324e-01  0.000e+00
 0.1370  2.31548e+05  2.953e+00  2.315e+05  2.315e+05  4.464e+00  0.000e+00  2.317e+05 -1.807e+02  1.991e+00  2.128e+00  3.443e-01  0.000e+00
 0.1380  2.21335e+05  4.148e+00  2.213e+05  2.213e+05  3.255e+00  0.000e+00  2.215e+05 -1.802e+02  1.393e+00  1.507e+00  3.545e-01  0.000e+00
 0.1390  2.11220e+05  4.817e+00  2.112e+05  2.112e+05  2.582e+00  0.000e+00  2.114e+05 -1.794e+02  1.270e+00  9.487e-01  3.625e-01  0.000e+00
 0.1400  2.04835e+05  4.738e+00  2.048e+05  2.048e+05  2.670e+00  0.000e+00  2.050e+05 -1.786e+02  1.761e+00  5.415e-01  3.677e-01  0.000e+00
 0.1410  2.01448e+05  4.446e+00  2.014e+05  2.014e+05  2.973e+00  0.000e+00  2.016e+05 -1.780e+02  2.267e+00  3.367e-01  3.696e-01  0.000e+00
 0.1420  1.98413e+05  4.554e+00  1.984e+05  1.984e+05  2.864e+00  0.000e+00  1.986e+05 -1.776e+02  2.147e+00  3.486e-01  3.683e-01  0.000e+00
 0.1430  1.96601e+05  5.052e+00  1.966e+05  1.966e+05  2.356e+00  0.000e+00  1.968e+05 -1.776e+02  1.436e+00  5.557e-01  3.641e-01  0.000e+00
 0.1440  2.00402e+05  5.348e+00  2.004e+05  2.004e+05  2.052e+00  0.000e+00  2.006e+05 -1.780e+02  7.888e-01  9.057e-01  3.577e-01  0.000e+00
 0.1450  2.11620e+05  4.981e+00  2.116e+05  2.116e+05  2.423e+00  0.000e+00  2.118e+05 -1.787e+02  7.473e-01  1.326e+00  3.497e-01  0.000e+00
 0.1460  2.26272e+05  4.157e+00  2.263e+05  2.263e+05  3.258e+00  0.000e+00  2.264e+05 -1.795e+02  1.178e+00  1.739e+00  3.408e-01  0.000e+00
 0.1470  2.37394e+05  3.521e+00  2.374e+05  2.374e+05  3.901e+00  0.000e+00  2.376e+05 -1.801e+02  1.483e+00  2.086e+00  3.312e-01  0.000e+00
 0.1480  2.40532e+05  3.454e+00  2.405e+05  2.405e+05  3.963e+00  0.000e+00  2.407e+05 -1.802e+02  1.304e+00  2.338e+00  3.211e-01  0.000e+00
 0.1490  2.36587e+05  3.694e+00  2.366e+05  2.366e+05  3.713e+00  0.000e+00  2.368e+05 -1.797e+02  9.062e-01  2.497e+00  3.106e-01  0.000e+00
 0.1500  2.29549e+05  3.684e+00  2.295e+05  2.295e+05  3.720e+00  0.000e+00  2.297e+05 -1.790e+02  8.441e-01  2.577e+00  2.992e-01  0.000e+00
 0.1510  2.22771e+05  3.228e+00  2.228e+05  2.228e+05  4.183e+00  0.000e+00  2.229e+05 -1.780e+02  1.308e+00  2.588e+00  2.866e-01  0.000e+00
 0.1520  2.16929e+05  2.705e+00  2.169e+05  2.169e+05  4.715e+00  0.000e+00  2.171e+05 -1.771e+02  1.907e+00  2.535e+00  2.725e-01  0.000e+00
 0.1530  2.10909e+05  2.630e+00  2.109e+05  2.109e+05  4.791e+00  0.000e+00  2.111e+05 -1.764e+02  2.109e+00  2.426e+00  2.568e-01  0.000e+00
 0.1540  2.05827e+05  3.076e+00  2.058e+05  2.058e+05  4.337e+00  0.000e+00  2.060e+05 -1.762e+02  1.821e+00  2.277e+00  2.395e-01  0.000e+00
 0.1550  2.05829e+05  3.624e+00  2.058e+05  2.058e+05  3.782e+00  0.000e+00  2.060e+05 -1.765e+02  1.460e+00  2.102e+00  2.205e-01  0.000e+00
 0.1560  2.13158e+05  3.864e+00  2.132e+05  2.132e+05  3.544e+00  0.000e+00  2.133e+05 -1.773e+02  1.444e+00  1.901e+00  1.994e-01  0.000e+00
 0.1570  2.24825e+05  3.860e+00  2.248e+05  2.248e+05  3.555e+00  0.000e+00  2.250e+05 -1.783e+02  1.712e+00  1.667e+00  1.763e-01  0.000e+00
 0.1580  2.34740e+05  4.040e+00  2.347e+05  2.347e+05  3.380e+00  0.000e+00  2.349e+05 -1.793e+02  1.825e+00  1.403e+00  1.517e-01  0.000e+00
 0.1590  2.38401e+05  4.647e+00  2.384e+05  2.384e+05  2.768e+00  0.000e+00  2.386e+05 -1.800e+02  1.502e+00  1.139e+00  1.269e-01  0.000e+00
 0.1600  2.35537e+05  5.408e+00  2.355e+05  2.355e+05  1.998e+00  0.000e+00  2.357e+05 -1.802e+02  9.638e-01  9.308e-01  1.038e-01  0.000e+00
 0.1610  2.28674e+05  5.799e+00  2.287e+05  2.287e+05  1.603e+00  0.000e+00  2.288e+05 -1.800e+02  6.870e-01  8.322e-01  8.408e-02  0.000e+00
 0.1620  2.20333e+05  5.601e+00  2.203e+05  2.203e+05  1.806e+00  0.000e+00  2.205e+05 -1.793e+02  8.618e-01  8.755e-01  6.904e-02  0.000e+00
 0.1630  2.11609e+05  5.101e+00  2.116e+05  2.116e+05  2.314e+00  0.000e+00  2.118e+05 -1.785e+02  1.192e+00  1.063e+00  5.908e-02  0.000e+00
 0.1640  2.02707e+05  4.727e+00  2.027e+05  2.027e+05  2.690e+00  0.000e+00  2.029e+05 -1.777e+02  1.262e+00  1.373e+00  5.400e-02  0.000e+00
 0.1650  1.95531e+05  4.566e+00  1.955e+05  1.955e+05  2.845e+00  0.000e+00  1.957e+05 -1.773e+02  1.019e+00  1.773e+00  5.313e-02  0.000e+00
 0.1660  1.94191e+05  4.328e+00  1.942e+05  1.942e+05  3.078e+00  0.000e+00  1.944e+05 -1.772e+02  8.061e-01  2.217e+00  5.547e-02  0.000e+00
 0.1670  2.00935e+05  3.774e+00  2.009e+05  2.009e+05  3.636e+00  0.000e+00  2.011e+05 -1.777e+02  9.254e-01  2.651e+00  5.976e-02  0.000e+00
 0.1680  2.13097e+05  3.065e+00  2.131e+05  2.131e+05  4.352e+00  0.000e+00  2.133e+05 -1.785e+02  1.277e+00  3.010e+00  6.455e-02  0.000e+00
 0.1690  2.25125e+05  2.630e+00  2.251e+05  2.251e+05  4.791e+00  0.000e+00  2.253e+05 -1.794e+02  1.493e+00  3.229e+00  6.844e-02  0.000e+00
 0.1700  2.32979e+05  2.698e+00  2.330e+05  2.330e+05  4.719e+00  0.000e+00  2.332e+05 -1.801e+02  1.385e+00  3.264e+00  7.028e-02  0.000e+00
 0.1710  2.35816e+05  3.083e+00  2.358e+05  2.358e+05  4.329e+00  0.000e+00  2.360e+05 -1.803e+02  1.153e+00  3.106e+00  6.952e-02  0.000e+00
 0.1720  2.34085e+05  3.428e+00  2.341e+05  2.341e+05  3.982e+00  0.000e+00  2.343e+05 -1.801e+02  1.123e+00  2.792e+00  6.633e-02  0.000e+00
 0.1730  2.28043e+05  3.623e+00  2.280e+05  2.280e+05  3.790e+00  0.000e+00  2.282e+05 -1.794e+02  1.348e+00  2.380e+00  6.166e-02  0.000e+00
 0.1740  2.18281e+05  3.876e+00  2.183e+05  2.183e+05  3.541e+00  0.000e+00  2.185e+05 -1.785e+02  1.551e+00  1.933e+00  5.704e-02  0.000e+00
 0.1750  2.06290e+05  4.376e+00  2.063e+05  2.063e+05  3.038e+00  0.000e+00  2.065e+05 -1.775e+02  1.475e+00  1.509e+00  5.433e-02  0.000e+00
 0.1760  1.95313e+05  4.989e+00  1.953e+05  1.953e+05  2.419e+00  0.000e+00  1.955e+05 -1.767e+02  1.207e+00  1.157e+00  5.545e-02  0.000e+00
 0.1770  1.90093e+05  5.349e+00  1.901e+05  1.901e+05  2.055e+00  0.000e+00  1.903e+05 -1.765e+02  1.077e+00  9.162e-01  6.203e-02  0.000e+00
 0.1780  1.93342e+05  5.270e+00  1.933e+05  1.933e+05  2.138e+00  0.000e+00  1.935e+05 -1.769e+02  1.256e+00  8.071e-01  7.507e-02  0.000e+00
 0.1790  2.03034e+05  4.963e+00  2.030e+05  2.030e+05  2.451e+00  0.000e+00  2.032e+05 -1.777e+02  1.523e+00  8.330e-01  9.459e-02  0.000e+00
 0.1800  2.14278e+05  4.798e+00  2.143e+05  2.143e+05  2.618e+00  0.000e+00  2.144e+05 -1.788e+02  1.512e+00  9.869e-01  1.195e-01  0.000e+00
 0.1810  2.23543e+05  4.859e+00  2.235e+05  2.235e+05  2.551e+00  0.000e+00  2.237e+05 -1.799e+02  1.143e+00  1.260e+00  1.477e-01  0.000e+00
 0.1820  2.30238e+05  4.839e+00  2.302e+05  2.302e+05  2.565e+00  0.000e+00  2.304e+05 -1.806e+02  7.521e-01  1.637e+00  1.768e-01  0.000e+00
 0.1830  2.34350e+05  4.407e+00  2.343e+05  2.343e+05  2.999e+00  0.000e+00  2.345e+05 -1.809e+02  7.220e-01  2.072e+00  2.045e-01  0.000e+00
 0.1840  2.34517e+05  3.651e+00  2.345e+05  2.345e+05  3.764e+00  0.000e+00  2.347e+05 -1.807e+02  1.047e+00  2.488e+00  2.287e-01  0.000e+00
 0.1850  2.29296e+05  3.050e+00  2.293e+05  2.293e+05  4.371e+00  0.000e+00  2.295e+05 -1.800e+02  1.331e+00  2.791e+00  2.487e-01  0.000e+00
 0.1860  2.19128e+05  2.983e+00  2.191e+05  2.191e+05  4.436e+00  0.000e+00  2.193e+05 -1.789e+02  1.255e+00  2.916e+00  2.643e-01  0.000e+00
 0.1870  2.07474e+05  3.310e+00  2.075e+05  2.075e+05  4.100e+00  0.000e+00  2.076e+05 -1.778e+02  9.664e-01  2.857e+00  2.765e-01  0.000e+00
 0.1880  2.00129e+05  3.529e+00  2.001e+05  2.001e+05  3.876e+00  0.000e+00  2.003e+05 -1.770e+02  9.273e-01  2.662e+00  2.866e-01  0.000e+00
 0.1890  2.01118e+05  3.351e+00  2.011e+05  2.011e+05  4.058e+00  0.000e+00  2.013e+05 -1.766e+02  1.366e+00  2.397e+00  2.957e-01  0.000e+00
 0.1900  2.09218e+05  3.036e+00  2.092e+05  2.092e+05  4.383e+00  0.000e+00  2.094e+05 -1.768e+02  1.968e+00  2.110e+00  3.046e-01  0.000e+00
 0.1910  2.19410e+05  3.090e+00  2.194e+05  2.194e+05  4.331e+00  0.000e+00  2.196e+05 -1.774e+02  2.199e+00  1.818e+00  3.137e-01  0.000e+00
 0.1920  2.27846e+05  3.669e+00  2.278e+05  2.278e+05  3.745e+00  0.000e+00  2.280e+05 -1.781e+02  1.904e+00  1.519e+00  3.230e-01  0.000e+00
 0.1930  2.34661e+05  4.361e+00  2.347e+05  2.347e+05  3.044e+00  0.000e+00  2.348e+05 -1.788e+02  1.494e+00  1.217e+00  3.327e-01  0.000e+00
 0.1940  2.40943e+05  4.641e+00  2.409e+05  2.409e+05  2.763e+00  0.000e+00  2.411e+05 -1.792e+02  1.482e+00  9.385e-01  3.427e-01  0.000e+00
 0.1950  2.44503e+05  4.458e+00  2.445e+05  2.445e+05  2.955e+00  0.000e+00  2.447e+05 -1.793e+02  1.878e+00  7.236e-01  3.528e-01  0.000e+00
 0.1960  2.41128e+05  4.284e+00  2.411e+05  2.411e+05  3.136e+00  0.000e+00  2.413e+05 -1.789e+02  2.158e+00  6.155e-01  3.623e-01  0.000e+00
 0.1970  2.29520e+05  4.545e+00  2.295e+05  2.295e+05  2.872e+00  0.000e+00  2.297e+05 -1.782e+02  1.856e+00  6.457e-01  3.701e-01  0.000e+00
 0.1980  2.13632e+05  5.083e+00  2.136e+05  2.136e+05  2.324e+00  0.000e+00  2.138e+05 -1.774e+02  1.122e+00  8.263e-01  3.752e-01  0.000e+00
 0.1990  2.00600e+05  5.282e+00  2.006e+05  2.006e+05  2.118e+00  0.000e+00  2.008e+05 -1.768e+02  5.945e-01  1.147e+00  3.768e-01  0.000e+00
 0.2000  1.95818e+05  4.752e+00  1.958e+05  1.958e+05  2.652e+00  0.000e+00  1.960e+05 -1.767e+02  7.067e-01  1.571e+00  3.742e-01  0.000e+00
 0.2010  1.99319e+05  3.788e+00  1.993e+05  1.993e+05  3.629e+00  0.000e+00  1.995e+05 -1.771e+02  1.220e+00  2.042e+00  3.673e-01  0.000e+00
 0.2020  2.06798e+05  3.075e+00  2.068e+05  2.068e+05  4.348e+00  0.000e+00  2.070e+05 -1.780e+02  1.509e+00  2.483e+00  3.563e-01  0.000e+00
 0.2030  2.14147e+05  2.971e+00  2.141e+05  2.141e+05  4.446e+00  0.000e+00  2.143e+05 -1.792e+02  1.283e+00  2.821e+00  3.419e-01  0.000e+00
 0.2040  2.20930e+05  3.166e+00  2.209e+05  2.209e+05  4.242e+00  0.000e+00  2.211e+05 -1.803e+02  9.133e-01  3.003e+00  3.252e-01  0.000e+00
 0.2050  2.28422e+05  3.110e+00  2.284e+05  2.284e+05  4.296e+00  0.000e+00  2.286e+05 -1.811e+02  9.891e-01  3.000e+00  3.072e-01  0.000e+00
 0.2060  2.34799e+05  2.717e+00  2.348e+05  2.348e+05  4.699e+00  0.000e+00  2.350e+05 -1.815e+02  1.601e+00  2.810e+00  2.885e-01  0.000e+00
 0.2070  2.34902e+05  2.509e+00  2.349e+05  2.349e+05  4.916e+00  0.000e+00  2.351e+05 -1.813e+02  2.191e+00  2.455e+00  2.693e-01  0.000e+00
 0.2080  2.25765e+05  3.014e+00  2.258e+05  2.258e+05  4.408e+00  0.000e+00  2.259e+05 -1.805e+02  2.169e+00  1.990e+00  2.495e-01  0.000e+00
 0.2090  2.10617e+05  4.090e+00  2.106e+05  2.106e+05  3.319e+00  0.000e+00  2.108e+05 -1.793e+02  1.594e+00  1.496e+00  2.294e-01  0.000e+00
 0.2100  1.96778e+05  4.987e+00  1.968e+05  1.968e+05  2.412e+00  0.000e+00  1.969e+05 -1.780e+02  1.130e+00  1.072e+00  2.092e-01  0.000e+00
 0.2110  1.90218e+05  5.105e+00  1.902e+05  1.902e+05  2.296e+00  0.000e+00  1.904e+05 -1.771e+02  1.294e+00  8.135e-01  1.892e-01  0.000e+00
 0.2120  1.91835e+05  4.627e+00  1.918e+05  1.918e+05  2.787e+00  0.000e+00  1.920e+05 -1.766e+02  1.845e+00  7.722e-01  1.699e-01  0.000e+00
 0.2130  1.98162e+05  4.287e+00  1.982e+05  1.982e+05  3.136e+00  0.000e+00  1.983e+05 -1.767e+02  2.045e+00  9.397e-01  1.513e-01  0.000e+00
 0.2140  2.05465e+05  4.538e+00  2.055e+05  2.055e+05  2.879e+00  0.000e+00  2.056e+05 -1.773e+02  1.498e+00  1.247e+00  1.336e-01  0.000e+00
 0.2150  2.13428e+05  5.057e+00  2.134e+05  2.134e+05  2.347e+00  0.000e+00  2.136e+05 -1.781e+02  6.328e-01  1.598e+00  1.165e-01  0.000e+00
 0.2160  2.24079e+05  5.140e+00  2.241e+05  2.241e+05  2.261e+00  0.000e+00  2.243e+05 -1.791e+02  2.530e-01  1.908e+00  1.001e-01  0.000e+00
 0.2170  2.36568e+05  4.542e+00  2.366e+05  2.366e+05  2.868e+00  0.000e+00  2.367e+05 -1.799e+02  6.519e-01  2.131e+00  8.480e-02  0.000e+00
 0.2180  2.44582e+05  3.795e+00  2.446e+05  2.446e+05  3.628e+00  0.000e+00  2.448e+05 -1.803e+02  1.291e+00  2.266e+00  7.106e-02  0.000e+00
 0.2190  2.41518e+05  3.619e+00  2.415e+05  2.415e+05  3.806e+00  0.000e+00  2.417e+05 -1.800e+02  1.405e+00  2.341e+00  5.963e-02  0.000e+00
 0.2200  2.27949e+05  4.097e+00  2.279e+05  2.279e+05  3.316e+00  0.000e+00  2.281e+05 -1.792e+02  8.641e-01  2.401e+00  5.118e-02  0.000e+00
 0.2210  2.11538e+05  4.555e+00  2.115e+05  2.115e+05  2.845e+00  0.000e+00  2.117e+05 -1.782e+02  3.088e-01  2.490e+00  4.610e-02  0.000e+00
 0.2220  2.00076e+05  4.308e+00  2.001e+05  2.001e+05  3.093e+00  0.000e+00  2.002e+05 -1.773e+02  4.139e-01  2.635e+00  4.414e-02  0.000e+00
 0.2230  1.96215e+05  3.438e+00  1.962e+05  1.962e+05  3.978e+00  0.000e+00  1.964e+05 -1.768e+02  1.106e+00  2.828e+00  4.421e-02  0.000e+00
 0.2240  1.97863e+05  2.731e+00  1.979e+05  1.979e+05  4.696e+00  0.000e+00  1.980e+05 -1.768e+02  1.636e+00  3.016e+00  4.463e-02  0.000e+00
 0.2250  2.02074e+05  2.835e+00  2.021e+05  2.021e+05  4.589e+00  0.000e+00  2.022e+05 -1.773e+02  1.428e+00  3.118e+00  4.390e-02  0.000e+00
 0.2260  2.08531e+05  3.571e+00  2.085e+05  2.085e+05  3.839e+00  0.000e+00  2.087e+05 -1.783e+02  7.406e-01  3.057e+00  4.149e-02  0.000e+00
 0.2270  2.19155e+05  4.176e+00  2.192e+05  2.191e+05  3.226e+00  0.000e+00  2.193e+05 -1.794e+02  3.861e-01  2.802e+00  3.806e-02  0.000e+00
 0.2280  2.33633e+05  4.176e+00  2.336e+05  2.336e+05  3.233e+00  0.000e+00  2.338e+05 -1.804e+02  8.130e-01  2.385e+00  3.507e-02  0.000e+00
 0.2290  2.45800e+05  3.913e+00  2.458e+05  2.458e+05  3.509e+00  0.000e+00  2.460e+05 -1.809e+02  1.593e+00  1.881e+00  3.402e-02  0.000e+00
 0.2300  2.47197e+05  4.111e+00  2.472e+05  2.472e+05  3.315e+00  0.000e+00  2.474e+05 -1.808e+02  1.893e+00  1.386e+00  3.595e-02  0.000e+00
 0.2310  2.35814e+05  4.979e+00  2.358e+05  2.358e+05  2.435e+00  0.000e+00  2.360e+05 -1.799e+02  1.408e+00  9.854e-01  4.141e-02  0.000e+00
 0.2320  2.18629e+05  5.886e+00  2.186e+05  2.186e+05  1.514e+00  0.000e+00  2.188e+05 -1.785e+02  7.177e-01  7.451e-01  5.075e-02  0.000e+00
 0.2330  2.04615e+05  5.998e+00  2.046e+05  2.046e+05  1.399e+00  0.000e+00  2.048e+05 -1.771e+02  6.322e-01  7.028e-01  6.423e-02  0.000e+00
 0.2340  1.97886e+05  5.185e+00  1.979e+05  1.979e+05  2.224e+00  0.000e+00  1.981e+05 -1.761e+02  1.275e+00  8.673e-01  8.210e-02  0.000e+00
 0.2350  1.97190e+05  4.181e+00  1.972e+05  1.972e+05  3.242e+00  0.000e+00  1.974e+05 -1.756e+02  1.920e+00  1.218e+00  1.044e-01  0.000e+00
 0.2360  1.99578e+05  3.794e+00  1.996e+05  1.996e+05  3.630e+00  0.000e+00  1.997e+05 -1.757e+02  1.794e+00  1.706e+00  1.307e-01  0.000e+00
 0.2370  2.04274e+05  4.051e+00  2.043e+05  2.043e+05  3.360e+00  0.000e+00  2.044e+05 -1.765e+02  9.431e-01  2.257e+00  1.598e-01  0.000e+00
 0.2380  2.13340e+05  4.226e+00  2.133e+05  2.133e+05  3.174e+00  0.000e+00  2.135e+05 -1.777e+02  2.031e-01  2.781e+00  1.897e-01  0.000e+00
 0.2390  2.27867e+05  3.717e+00  2.279e+05  2.279e+05  3.688e+00  0.000e+00  2.280e+05 -1.791e+02  2.880e-01  3.182e+00  2.182e-01  0.000e+00
 0.2400  2.43189e+05  2.783e+00  2.432e+05  2.432e+05  4.638e+00  0.000e+00  2.434e+05 -1.803e+02  1.021e+00  3.374e+00  2.430e-01  0.000e+00
 0.2410  2.49891e+05  2.301e+00  2.499e+05  2.499e+05  5.129e+00  0.000e+00  2.501e+05 -1.809e+02  1.558e+00  3.308e+00  2.628e-01  0.000e+00
 0.2420  2.42480e+05  2.795e+00  2.425e+05  2.425e+05  4.627e+00  0.000e+00  2.427e+05 -1.807e+02  1.355e+00  2.995e+00  2.773e-01  0.000e+00
 0.2430  2.25421e+05  3.829e+00  2.254e+05  2.254e+05  3.576e+00  0.000e+00  2.256e+05 -1.800e+02  7.803e-01  2.508e+00  2.874e-01  0.000e+00
 0.2440  2.07970e+05  4.456e+00  2.080e+05  2.080e+05  2.941e+00  0.000e+00  2.081e+05 -1.788e+02  6.871e-01  1.959e+00  2.947e-01  0.000e+00
 0.2450  1.95810e+05  4.230e+00  1.958e+05  1.958e+05  3.176e+00  0.000e+00  1.960e+05 -1.778e+02  1.417e+00  1.459e+00  3.011e-01  0.000e+00
 0.2460  1.89123e+05  3.658e+00  1.891e+05  1.891e+05  3.763e+00  0.000e+00  1.893e+05 -1.771e+02  2.372e+00  1.083e+00  3.079e-01  0.000e+00
 0.2470  1.86085e+05  3.597e+00  1.861e+05  1.861e+05  3.828e+00  0.000e+00  1.863e+05 -1.769e+02  2.654e+00  8.580e-01  3.159e-01  0.000e+00
 0.2480  1.86699e+05  4.274e+00  1.867e+05  1.867e+05  3.140e+00  0.000e+00  1.869e+05 -1.772e+02  2.046e+00  7.688e-01  3.253e-01  0.000e+00
 0.2490  1.93488e+05  5.037e+00  1.935e+05  1.935e+05  2.363e+00  0.000e+00  1.937e+05 -1.781e+02  1.244e+00  7.839e-01  3.359e-01  0.000e+00
 0.2500  2.08378e+05  5.101e+00  2.084e+05  2.084e+05  2.299e+00  0.000e+00  2.085e+05 -1.794e+02  1.074e+00  8.771e-01  3.475e-01  0.000e+00
 0.2510  2.28164e+05  4.428e+00  2.282e+05  2.282e+05  2.984e+00  0.000e+00  2.283e+05 -1.807e+02  1.590e+00  1.035e+00  3.597e-01  0.000e+00
 0.2520  2.43560e+05  3.763e+00  2.436e+05  2.436e+05  3.662e+00  0.000e+00  2.437e+05 -1.814e+02  2.039e+00  1.251e+00  3.717e-01  0.000e+00
 0.2530  2.45986e+05  3.785e+00  2.460e+05  2.460e+05  3.638e+00  0.000e+00  2.462e+05 -1.815e+02  1.739e+00  1.517e+00  3.824e-01  0.000e+00
 0.2540  2.35913e+05  4.351e+00  2.359e+05  2.359e+05  3.058e+00  0.000e+00  2.361e+05 -1.807e+02  8.493e-01  1.818e+00  3.903e-01  0.000e+00
 0.2550  2.21293e+05  4.663e+00  2.213e+05  2.213e+05  2.735e+00  0.000e+00  2.215e+05 -1.794e+02  2.018e-01  2.140e+00  3.939e-01  0.000e+00
 0.2560  2.09141e+05  4.162e+00  2.091e+05  2.091e+05  3.242e+00  0.000e+00  2.093e+05 -1.778e+02  3.902e-01  2.459e+00  3.921e-01  0.000e+00
 0.2570  2.01445e+05  3.149e+00  2.014e+05  2.014e+05  4.270e+00  0.000e+00  2.016e+05 -1.765e+02  1.140e+00  2.745e+00  3.846e-01  0.000e+00
 0.2580  1.97257e+05  2.464e+00  1.973e+05  1.973e+05  4.963e+00  0.000e+00  1.974e+05 -1.757e+02  1.639e+00  2.952e+00  3.721e-01  0.000e+00
 0.2590  1.96400e+05  2.600e+00  1.964e+05  1.964e+05  4.821e+00  0.000e+00  1.966e+05 -1.755e+02  1.438e+00  3.028e+00  3.557e-01  0.000e+00
 0.2600  2.00986e+05  3.221e+00  2.010e+05  2.010e+05  4.187e+00  0.000e+00  2.012e+05 -1.760e+02  9.112e-01  2.939e+00  3.371e-01  0.000e+00
 0.2610  2.13401e+05  3.608e+00  2.134e+05  2.134e+05  3.796e+00  0.000e+00  2.136e+05 -1.772e+02  7.992e-01  2.680e+00  3.173e-01  0.000e+00
 0.2620  2.32084e+05  3.484e+00  2.321e+05  2.321e+05  3.928e+00  0.000e+00  2.323e+05 -1.786e+02  1.348e+00  2.283e+00  2.969e-01  0.000e+00
 0.2630  2.49193e+05  3.307e+00  2.492e+05  2.492e+05  4.116e+00  0.000e+00  2.494e+05 -1.799e+02  2.026e+00  1.813e+00  2.762e-01  0.000e+00
 0.2640  2.55185e+05  3.696e+00  2.552e+05  2.552e+05  3.727e+00  0.000e+00  2.554e+05 -1.805e+02  2.117e+00  1.355e+00  2.555e-01  0.000e+00
 0.2650  2.47551e+05  4.666e+00  2.475e+05  2.475e+05  2.746e+00  0.000e+00  2.477e+05 -1.804e+02  1.521e+00  9.890e-01  2.356e-01  0.000e+00
 0.2660  2.32204e+05  5.538e+00  2.322e+05  2.322e+05  1.861e+00  0.000e+00  2.324e+05 -1.796e+02  8.648e-01  7.793e-01  2.172e-01  0.000e+00
 0.2670  2.16360e+05  5.640e+00  2.164e+05  2.164e+05  1.760e+00  0.000e+00  2.165e+05 -1.785e+02  8.028e-01  7.562e-01  2.007e-01  0.000e+00
 0.2680  2.03432e+05  5.007e+00  2.034e+05  2.034e+05  2.405e+00  0.000e+00  2.036e+05 -1.773e+02  1.301e+00  9.183e-01  1.856e-01  0.000e+00
 0.2690  1.93873e+05  4.313e+00  1.939e+05  1.939e+05  3.108e+00  0.000e+00  1.940e+05 -1.765e+02  1.699e+00  1.238e+00  1.709e-01  0.000e+00
 0.2700  1.88229e+05  4.128e+00  1.882e+05  1.882e+05  3.291e+00  0.000e+00  1.884e+05 -1.763e+02  1.465e+00  1.671e+00  1.561e-01  0.000e+00
 0.2710  1.88663e+05  4.329e+00  1.887e+05  1.887e+05  3.080e+00  0.000e+00  1.888e+05 -1.768e+02  7.803e-01  2.158e+00  1.411e-01  0.000e+00
 0.2720  1.97670e+05  4.322e+00  1.977e+05  1.977e+05  3.081e+00  0.000e+00  1.978e+05 -1.779e+02  3.180e-01  2.637e+00  1.263e-01  0.000e+00
 0.2730  2.14824e+05  3.774e+00  2.148e+05  2.148e+05  3.636e+00  0.000e+00  2.150e+05 -1.793e+02  4.820e-01  3.041e+00  1.123e-01  0.000e+00
 0.2740  2.34209e+05  3.023e+00  2.342e+05  2.342e+05  4.397e+00  0.000e+00  2.344e+05 -1.807e+02  9.872e-01  3.311e+00  9.930e-02  0.000e+00
 0.2750  2.46727e+05  2.711e+00  2.467e+05  2.467e+05  4.713e+00  0.000e+00  2.469e+05 -1.816e+02  1.222e+00  3.404e+00  8.695e-02  0.000e+00
 0.2760  2.47277e+05  3.081e+00  2.473e+05  2.473e+05  4.337e+00  0.000e+00  2.475e+05 -1.816e+02  9.457e-01  3.316e+00  7.463e-02  0.000e+00
 0.2770  2.38112e+05  3.741e+00  2.381e+05  2.381e+05  3.667e+00  0.000e+00  2.383e+05 -1.809e+02  5.242e-01  3.081e+00  6.177e-02  0.000e+00
 0.2780  2.24450e+05  4.118e+00  2.244e+05  2.244e+05  3.288e+00  0.000e+00  2.246e+05 -1.795e+02  4.721e-01  2.768e+00  4.837e-02  0.000e+00
 0.2790  2.09886e+05  4.068e+00  2.099e+05  2.099e+05  3.344e+00  0.000e+00  2.101e+05 -1.779e+02  8.610e-01  2.448e+00  3.515e-02  0.000e+00
