#
# INPUTFILE 
# ENERGYOUT energy.dat
# GEOMOUT geometry.xyz
# RANDOMSEED 41
# DESIREDTEMPERATURE 298.150000 K
# BOUNDARY 10.000000 A
# BOUNDARYSPRING 250.000000 kcal/(mol*A^2)
# BOUNDARYTYPE sphere
# STATUSWAITTIME 5.000000 s
# ENERGYWAITTIME 0.001000 ps
# GEOMWAITTIME 0.001000 ps
# TOTALTIME 0.500000 ps
# TIMESTEP 0.000500 ps
# EQTIME 0.000000 ps
# EQRATE 2.000000 p
#
# -- ENERGY DATA --
#
# energy terms [kcal/mol]
#  time      e_total      e_kin      e_pot  e_nonbond   e_bonded e_boundary      e_vdw     e_elst     e_bond    e_angle     e_tors      e_oop
 0.2800  1.96371e+05  3.962e+00  1.964e+05  1.964e+05  3.458e+00  0.000e+00  1.965e+05 -1.764e+02  1.264e+00  2.170e+00  2.336e-02  0.000e+00
 0.2810  1.86144e+05  4.193e+00  1.861e+05  1.861e+05  3.225e+00  0.000e+00  1.863e+05 -1.754e+02  1.269e+00  1.942e+00  1.434e-02  0.000e+00
 0.2820  1.82379e+05  4.716e+00  1.824e+05  1.824e+05  2.695e+00  0.000e+00  1.825e+05 -1.752e+02  9.417e-01  1.744e+00  9.017e-03  0.000e+00
 0.2830  1.87857e+05  5.114e+00  1.879e+05  1.878e+05  2.291e+00  0.000e+00  1.880e+05 -1.759e+02  7.286e-01  1.555e+00  7.728e-03  0.000e+00
 0.2840  2.02523e+05  5.094e+00  2.025e+05  2.025e+05  2.315e+00  0.000e+00  2.027e+05 -1.773e+02  9.229e-01  1.382e+00  1.024e-02  0.000e+00
 0.2850  2.21463e+05  4.805e+00  2.215e+05  2.215e+05  2.610e+00  0.000e+00  2.216e+05 -1.791e+02  1.329e+00  1.265e+00  1.612e-02  0.000e+00
 0.2860  2.36412e+05  4.631e+00  2.364e+05  2.364e+05  2.787e+00  0.000e+00  2.366e+05 -1.806e+02  1.502e+00  1.260e+00  2.512e-02  0.000e+00
 0.2870  2.41725e+05  4.712e+00  2.417e+05  2.417e+05  2.701e+00  0.000e+00  2.419e+05 -1.815e+02  1.272e+00  1.392e+00  3.727e-02  0.000e+00
 0.2880  2.37890e+05  4.782e+00  2.379e+05  2.379e+05  2.625e+00  0.000e+00  2.381e+05 -1.816e+02  9.332e-01  1.640e+00  5.262e-02  0.000e+00
 0.2890  2.28219e+05  4.507e+00  2.282e+05  2.282e+05  2.900e+00  0.000e+00  2.284e+05 -1.810e+02  8.821e-01  1.947e+00  7.081e-02  0.000e+00
 0.2900  2.15183e+05  3.919e+00  2.152e+05  2.152e+05  3.496e+00  0.000e+00  2.154e+05 -1.798e+02  1.148e+00  2.257e+00  9.094e-02  0.000e+00
 0.2910  2.00812e+05  3.414e+00  2.008e+05  2.008e+05  4.006e+00  0.000e+00  2.010e+05 -1.784e+02  1.364e+00  2.530e+00  1.118e-01  0.000e+00
 0.2920  1.88311e+05  3.332e+00  1.883e+05  1.883e+05  4.087e+00  0.000e+00  1.885e+05 -1.773e+02  1.213e+00  2.742e+00  1.325e-01  0.000e+00
 0.2930  1.81900e+05  3.586e+00  1.819e+05  1.819e+05  3.826e+00  0.000e+00  1.821e+05 -1.766e+02  7.950e-01  2.878e+00  1.528e-01  0.000e+00
 0.2940  1.85098e+05  3.792e+00  1.851e+05  1.851e+05  3.616e+00  0.000e+00  1.853e+05 -1.767e+02  5.163e-01  2.927e+00  1.731e-01  0.000e+00
 0.2950  1.98582e+05  3.713e+00  1.986e+05  1.986e+05  3.698e+00  0.000e+00  1.988e+05 -1.776e+02  6.286e-01  2.876e+00  1.939e-01  0.000e+00
 0.2960  2.18476e+05  3.511e+00  2.185e+05  2.185e+05  3.906e+00  0.000e+00  2.186e+05 -1.787e+02  9.720e-01  2.718e+00  2.153e-01  0.000e+00
 0.2970  2.37315e+05  3.524e+00  2.373e+05  2.373e+05  3.895e+00  0.000e+00  2.375e+05 -1.799e+02  1.201e+00  2.457e+00  2.367e-01  0.000e+00
 0.2980  2.49033e+05  3.848e+00  2.490e+05  2.490e+05  3.566e+00  0.000e+00  2.492e+05 -1.806e+02  1.204e+00  2.105e+00  2.565e-01  0.000e+00
 0.2990  2.52361e+05  4.228e+00  2.524e+05  2.524e+05  3.181e+00  0.000e+00  2.525e+05 -1.806e+02  1.214e+00  1.693e+00  2.737e-01  0.000e+00
 0.3000  2.48343e+05  4.365e+00  2.483e+05  2.483e+05  3.044e+00  0.000e+00  2.485e+05 -1.799e+02  1.490e+00  1.267e+00  2.879e-01  0.000e+00
 0.3010  2.37665e+05  4.268e+00  2.377e+05  2.377e+05  3.146e+00  0.000e+00  2.378e+05 -1.785e+02  1.964e+00  8.823e-01  2.999e-01  0.000e+00
 0.3020  2.21845e+05  4.224e+00  2.218e+05  2.218e+05  3.193e+00  0.000e+00  2.220e+05 -1.769e+02  2.282e+00  5.999e-01  3.110e-01  0.000e+00
 0.3030  2.04882e+05  4.429e+00  2.049e+05  2.049e+05  2.985e+00  0.000e+00  2.051e+05 -1.755e+02  2.189e+00  4.733e-01  3.227e-01  0.000e+00
 0.3040  1.92315e+05  4.728e+00  1.923e+05  1.923e+05  2.680e+00  0.000e+00  1.925e+05 -1.746e+02  1.806e+00  5.387e-01  3.355e-01  0.000e+00
 0.3050  1.88753e+05  4.776e+00  1.887e+05  1.887e+05  2.630e+00  0.000e+00  1.889e+05 -1.746e+02  1.477e+00  8.038e-01  3.491e-01  0.000e+00
 0.3060  1.95747e+05  4.430e+00  1.957e+05  1.957e+05  2.979e+00  0.000e+00  1.959e+05 -1.755e+02  1.377e+00  1.240e+00  3.627e-01  0.000e+00
 0.3070  2.10525e+05  3.918e+00  2.105e+05  2.105e+05  3.498e+00  0.000e+00  2.107e+05 -1.771e+02  1.338e+00  1.784e+00  3.756e-01  0.000e+00
 0.3080  2.26809e+05  3.571e+00  2.268e+05  2.268e+05  3.846e+00  0.000e+00  2.270e+05 -1.790e+02  1.109e+00  2.349e+00  3.872e-01  0.000e+00
 0.3090  2.38967e+05  3.462e+00  2.390e+05  2.390e+05  3.951e+00  0.000e+00  2.391e+05 -1.806e+02  7.098e-01  2.844e+00  3.972e-01  0.000e+00
 0.3100  2.45197e+05  3.362e+00  2.452e+05  2.452e+05  4.048e+00  0.000e+00  2.454e+05 -1.818e+02  4.574e-01  3.185e+00  4.049e-01  0.000e+00
 0.3110  2.45302e+05  3.084e+00  2.453e+05  2.453e+05  4.328e+00  0.000e+00  2.455e+05 -1.821e+02  6.079e-01  3.311e+00  4.094e-01  0.000e+00
 0.3120  2.38053e+05  2.776e+00  2.381e+05  2.380e+05  4.642e+00  0.000e+00  2.382e+05 -1.816e+02  1.037e+00  3.196e+00  4.094e-01  0.000e+00
 0.3130  2.23106e+05  2.791e+00  2.231e+05  2.231e+05  4.630e+00  0.000e+00  2.233e+05 -1.804e+02  1.357e+00  2.868e+00  4.046e-01  0.000e+00
 0.3140  2.03960e+05  3.273e+00  2.040e+05  2.040e+05  4.143e+00  0.000e+00  2.041e+05 -1.788e+02  1.344e+00  2.404e+00  3.948e-01  0.000e+00
 0.3150  1.87134e+05  3.937e+00  1.871e+05  1.871e+05  3.471e+00  0.000e+00  1.873e+05 -1.774e+02  1.181e+00  1.909e+00  3.812e-01  0.000e+00
 0.3160  1.78516e+05  4.341e+00  1.785e+05  1.785e+05  3.065e+00  0.000e+00  1.787e+05 -1.765e+02  1.216e+00  1.484e+00  3.649e-01  0.000e+00
 0.3170  1.80635e+05  4.342e+00  1.806e+05  1.806e+05  3.069e+00  0.000e+00  1.808e+05 -1.764e+02  1.520e+00  1.202e+00  3.472e-01  0.000e+00
 0.3180  1.91864e+05  4.223e+00  1.919e+05  1.919e+05  3.195e+00  0.000e+00  1.920e+05 -1.770e+02  1.774e+00  1.092e+00  3.289e-01  0.000e+00
 0.3190  2.07332e+05  4.330e+00  2.073e+05  2.073e+05  3.087e+00  0.000e+00  2.075e+05 -1.781e+02  1.637e+00  1.140e+00  3.104e-01  0.000e+00
 0.3200  2.22140e+05  4.653e+00  2.221e+05  2.221e+05  2.758e+00  0.000e+00  2.223e+05 -1.794e+02  1.165e+00  1.301e+00  2.921e-01  0.000e+00
 0.3210  2.34202e+05  4.831e+00  2.342e+05  2.342e+05  2.575e+00  0.000e+00  2.344e+05 -1.803e+02  7.809e-01  1.520e+00  2.742e-01  0.000e+00
 0.3220  2.42424e+05  4.599e+00  2.424e+05  2.424e+05  2.810e+00  0.000e+00  2.426e+05 -1.808e+02  8.059e-01  1.747e+00  2.576e-01  0.000e+00
 0.3230  2.43753e+05  4.120e+00  2.437e+05  2.437e+05  3.297e+00  0.000e+00  2.439e+05 -1.805e+02  1.102e+00  1.953e+00  2.424e-01  0.000e+00
 0.3240  2.35189e+05  3.827e+00  2.352e+05  2.352e+05  3.593e+00  0.000e+00  2.354e+05 -1.795e+02  1.236e+00  2.129e+00  2.284e-01  0.000e+00
 0.3250  2.18396e+05  3.937e+00  2.184e+05  2.184e+05  3.479e+00  0.000e+00  2.186e+05 -1.781e+02  9.798e-01  2.284e+00  2.149e-01  0.000e+00
 0.3260  2.00116e+05  4.194e+00  2.001e+05  2.001e+05  3.214e+00  0.000e+00  2.003e+05 -1.767e+02  5.801e-01  2.433e+00  2.008e-01  0.000e+00
 0.3270  1.87692e+05  4.162e+00  1.877e+05  1.877e+05  3.244e+00  0.000e+00  1.879e+05 -1.758e+02  4.700e-01  2.589e+00  1.856e-01  0.000e+00
 0.3280  1.85038e+05  3.731e+00  1.850e+05  1.850e+05  3.681e+00  0.000e+00  1.852e+05 -1.755e+02  7.633e-01  2.749e+00  1.688e-01  0.000e+00
 0.3290  1.91656e+05  3.261e+00  1.917e+05  1.916e+05  4.158e+00  0.000e+00  1.918e+05 -1.762e+02  1.110e+00  2.898e+00  1.506e-01  0.000e+00
 0.3300  2.03844e+05  3.190e+00  2.038e+05  2.038e+05  4.230e+00  0.000e+00  2.040e+05 -1.774e+02  1.091e+00  3.008e+00  1.313e-01  0.000e+00
 0.3310  2.17622e+05  3.544e+00  2.176e+05  2.176e+05  3.870e+00  0.000e+00  2.178e+05 -1.790e+02  7.128e-01  3.046e+00  1.114e-01  0.000e+00
 0.3320  2.31091e+05  3.922e+00  2.311e+05  2.311e+05  3.485e+00  0.000e+00  2.313e+05 -1.805e+02  4.085e-01  2.985e+00  9.155e-02  0.000e+00
 0.3330  2.42729e+05  3.978e+00  2.427e+05  2.427e+05  3.431e+00  0.000e+00  2.429e+05 -1.816e+02  5.450e-01  2.814e+00  7.245e-02  0.000e+00
 0.3340  2.48490e+05  3.837e+00  2.485e+05  2.485e+05  3.581e+00  0.000e+00  2.487e+05 -1.819e+02  9.887e-01  2.537e+00  5.474e-02  0.000e+00
 0.3350  2.43746e+05  3.952e+00  2.437e+05  2.437e+05  3.470e+00  0.000e+00  2.439e+05 -1.814e+02  1.255e+00  2.176e+00  3.905e-02  0.000e+00
 0.3360  2.28601e+05  4.541e+00  2.286e+05  2.286e+05  2.875e+00  0.000e+00  2.288e+05 -1.801e+02  1.082e+00  1.767e+00  2.603e-02  0.000e+00
 0.3370  2.09414e+05  5.263e+00  2.094e+05  2.094e+05  2.142e+00  0.000e+00  2.096e+05 -1.784e+02  7.662e-01  1.360e+00  1.626e-02  0.000e+00
 0.3380  1.94239e+05  5.537e+00  1.942e+05  1.942e+05  1.865e+00  0.000e+00  1.944e+05 -1.768e+02  8.349e-01  1.020e+00  1.023e-02  0.000e+00
 0.3390  1.87785e+05  5.174e+00  1.878e+05  1.878e+05  2.235e+00  0.000e+00  1.880e+05 -1.758e+02  1.411e+00  8.151e-01  8.245e-03  0.000e+00
 0.3400  1.90156e+05  4.602e+00  1.902e+05  1.901e+05  2.817e+00  0.000e+00  1.903e+05 -1.755e+02  2.007e+00  7.993e-01  1.051e-02  0.000e+00
 0.3410  1.98516e+05  4.381e+00  1.985e+05  1.985e+05  3.039e+00  0.000e+00  1.987e+05 -1.759e+02  2.026e+00  9.960e-01  1.706e-02  0.000e+00
 0.3420  2.10092e+05  4.565e+00  2.101e+05  2.101e+05  2.846e+00  0.000e+00  2.103e+05 -1.770e+02  1.431e+00  1.387e+00  2.771e-02  0.000e+00
 0.3430  2.24220e+05  4.624e+00  2.242e+05  2.242e+05  2.779e+00  0.000e+00  2.244e+05 -1.783e+02  8.263e-01  1.911e+00  4.194e-02  0.000e+00
 0.3440  2.40373e+05  4.073e+00  2.404e+05  2.404e+05  3.333e+00  0.000e+00  2.405e+05 -1.796e+02  8.053e-01  2.469e+00  5.885e-02  0.000e+00
 0.3450  2.54173e+05  3.093e+00  2.542e+05  2.542e+05  4.325e+00  0.000e+00  2.543e+05 -1.804e+02  1.298e+00  2.950e+00  7.718e-02  0.000e+00
 0.3460  2.57943e+05  2.429e+00  2.579e+05  2.579e+05  4.999e+00  0.000e+00  2.581e+05 -1.805e+02  1.647e+00  3.256e+00  9.554e-02  0.000e+00
 0.3470  2.47419e+05  2.635e+00  2.474e+05  2.474e+05  4.790e+00  0.000e+00  2.476e+05 -1.799e+02  1.345e+00  3.332e+00  1.129e-01  0.000e+00
 0.3480  2.27026e+05  3.486e+00  2.270e+05  2.270e+05  3.925e+00  0.000e+00  2.272e+05 -1.787e+02  6.224e-01  3.174e+00  1.290e-01  0.000e+00
 0.3490  2.06332e+05  4.218e+00  2.063e+05  2.063e+05  3.184e+00  0.000e+00  2.065e+05 -1.773e+02  2.144e-01  2.826e+00  1.443e-01  0.000e+00
 0.3500  1.92463e+05  4.334e+00  1.925e+05  1.925e+05  3.073e+00  0.000e+00  1.926e+05 -1.763e+02  5.596e-01  2.354e+00  1.597e-01  0.000e+00
 0.3510  1.86968e+05  4.096e+00  1.870e+05  1.870e+05  3.322e+00  0.000e+00  1.871e+05 -1.759e+02  1.316e+00  1.831e+00  1.760e-01  0.000e+00
 0.3520  1.87705e+05  4.159e+00  1.877e+05  1.877e+05  3.264e+00  0.000e+00  1.879e+05 -1.763e+02  1.738e+00  1.332e+00  1.934e-01  0.000e+00
 0.3530  1.92484e+05  4.761e+00  1.925e+05  1.925e+05  2.653e+00  0.000e+00  1.927e+05 -1.773e+02  1.510e+00  9.310e-01  2.116e-01  0.000e+00
 0.3540  2.01383e+05  5.399e+00  2.014e+05  2.014e+05  2.002e+00  0.000e+00  2.016e+05 -1.788e+02  1.087e+00  6.852e-01  2.302e-01  0.000e+00
 0.3550  2.15065e+05  5.366e+00  2.151e+05  2.151e+05  2.034e+00  0.000e+00  2.152e+05 -1.803e+02  1.168e+00  6.163e-01  2.490e-01  0.000e+00
 0.3560  2.30626e+05  4.565e+00  2.306e+05  2.306e+05  2.847e+00  0.000e+00  2.308e+05 -1.816e+02  1.876e+00  7.027e-01  2.681e-01  0.000e+00
 0.3570  2.40616e+05  3.671e+00  2.406e+05  2.406e+05  3.754e+00  0.000e+00  2.408e+05 -1.822e+02  2.572e+00  8.935e-01  2.878e-01  0.000e+00
 0.3580  2.38292e+05  3.441e+00  2.383e+05  2.383e+05  3.984e+00  0.000e+00  2.385e+05 -1.820e+02  2.539e+00  1.137e+00  3.083e-01  0.000e+00
 0.3590  2.24444e+05  3.914e+00  2.244e+05  2.244e+05  3.499e+00  0.000e+00  2.246e+05 -1.809e+02  1.769e+00  1.401e+00  3.292e-01  0.000e+00
 0.3600  2.07068e+05  4.386e+00  2.071e+05  2.071e+05  3.016e+00  0.000e+00  2.072e+05 -1.794e+02  9.837e-01  1.683e+00  3.494e-01  0.000e+00
 0.3610  1.94190e+05  4.197e+00  1.942e+05  1.942e+05  3.206e+00  0.000e+00  1.944e+05 -1.779e+02  8.552e-01  1.983e+00  3.675e-01  0.000e+00
 0.3620  1.88789e+05  3.451e+00  1.888e+05  1.888e+05  3.965e+00  0.000e+00  1.890e+05 -1.767e+02  1.287e+00  2.296e+00  3.825e-01  0.000e+00
 0.3630  1.89481e+05  2.875e+00  1.895e+05  1.895e+05  4.551e+00  0.000e+00  1.896e+05 -1.761e+02  1.562e+00  2.594e+00  3.942e-01  0.000e+00
 0.3640  1.94219e+05  2.992e+00  1.942e+05  1.942e+05  4.429e+00  0.000e+00  1.944e+05 -1.762e+02  1.183e+00  2.843e+00  4.032e-01  0.000e+00
 0.3650  2.03274e+05  3.536e+00  2.033e+05  2.033e+05  3.872e+00  0.000e+00  2.034e+05 -1.769e+02  4.562e-01  3.006e+00  4.102e-01  0.000e+00
 0.3660  2.18169e+05  3.773e+00  2.182e+05  2.182e+05  3.629e+00  0.000e+00  2.183e+05 -1.781e+02  1.578e-01  3.056e+00  4.158e-01  0.000e+00
 0.3670  2.37343e+05  3.363e+00  2.373e+05  2.373e+05  4.048e+00  0.000e+00  2.375e+05 -1.793e+02  6.599e-01  2.968e+00  4.194e-01  0.000e+00
 0.3680  2.53665e+05  2.786e+00  2.537e+05  2.537e+05  4.639e+00  0.000e+00  2.538e+05 -1.801e+02  1.492e+00  2.726e+00  4.198e-01  0.000e+00
 0.3690  2.58116e+05  2.837e+00  2.581e+05  2.581e+05  4.591e+00  0.000e+00  2.583e+05 -1.803e+02  1.841e+00  2.334e+00  4.158e-01  0.000e+00
 0.3700  2.47791e+05  3.743e+00  2.478e+05  2.478e+05  3.674e+00  0.000e+00  2.480e+05 -1.798e+02  1.432e+00  1.835e+00  4.069e-01  0.000e+00
 0.3710  2.29032e+05  4.868e+00  2.290e+05  2.290e+05  2.534e+00  0.000e+00  2.292e+05 -1.786e+02  8.275e-01  1.313e+00  3.939e-01  0.000e+00
 0.3720  2.11159e+05  5.353e+00  2.112e+05  2.112e+05  2.045e+00  0.000e+00  2.113e+05 -1.773e+02  7.944e-01  8.725e-01  3.785e-01  0.000e+00
 0.3730  1.99218e+05  4.988e+00  1.992e+05  1.992e+05  2.421e+00  0.000e+00  1.994e+05 -1.762e+02  1.452e+00  6.060e-01  3.626e-01  0.000e+00
 0.3740  1.93062e+05  4.381e+00  1.931e+05  1.931e+05  3.041e+00  0.000e+00  1.932e+05 -1.756e+02  2.126e+00  5.674e-01  3.474e-01  0.000e+00
 0.3750  1.91051e+05  4.245e+00  1.910e+05  1.910e+05  3.177e+00  0.000e+00  1.912e+05 -1.757e+02  2.076e+00  7.675e-01  3.334e-01  0.000e+00
 0.3760  1.93670e+05  4.610e+00  1.937e+05  1.937e+05  2.800e+00  0.000e+00  1.938e+05 -1.765e+02  1.302e+00  1.178e+00  3.204e-01  0.000e+00
 0.3770  2.03232e+05  4.818e+00  2.032e+05  2.032e+05  2.582e+00  0.000e+00  2.034e+05 -1.779e+02  5.378e-01  1.736e+00  3.081e-01  0.000e+00
 0.3780  2.20037e+05  4.294e+00  2.200e+05  2.200e+05  3.110e+00  0.000e+00  2.202e+05 -1.796e+02  4.615e-01  2.352e+00  2.964e-01  0.000e+00
 0.3790  2.39140e+05  3.232e+00  2.391e+05  2.391e+05  4.185e+00  0.000e+00  2.393e+05 -1.811e+02  9.852e-01  2.915e+00  2.851e-01  0.000e+00
 0.3800  2.51536e+05  2.438e+00  2.515e+05  2.515e+05  4.990e+00  0.000e+00  2.517e+05 -1.820e+02  1.400e+00  3.317e+00  2.734e-01  0.000e+00
 0.3810  2.50560e+05  2.497e+00  2.506e+05  2.506e+05  4.927e+00  0.000e+00  2.507e+05 -1.820e+02  1.182e+00  3.484e+00  2.605e-01  0.000e+00
 0.3820  2.37760e+05  3.202e+00  2.378e+05  2.378e+05  4.209e+00  0.000e+00  2.379e+05 -1.811e+02  5.528e-01  3.411e+00  2.452e-01  0.000e+00
 0.3830  2.20615e+05  3.821e+00  2.206e+05  2.206e+05  3.582e+00  0.000e+00  2.208e+05 -1.796e+02  2.012e-01  3.154e+00  2.265e-01  0.000e+00
 0.3840  2.05449e+05  3.899e+00  2.054e+05  2.054e+05  3.509e+00  0.000e+00  2.056e+05 -1.779e+02  4.947e-01  2.810e+00  2.039e-01  0.000e+00
 0.3850  1.94411e+05  3.693e+00  1.944e+05  1.944e+05  3.726e+00  0.000e+00  1.946e+05 -1.764e+02  1.081e+00  2.466e+00  1.782e-01  0.000e+00
 0.3860  1.87619e+05  3.789e+00  1.876e+05  1.876e+05  3.633e+00  0.000e+00  1.878e+05 -1.755e+02  1.304e+00  2.178e+00  1.510e-01  0.000e+00
 0.3870  1.86214e+05  4.384e+00  1.862e+05  1.862e+05  3.030e+00  0.000e+00  1.864e+05 -1.754e+02  9.425e-01  1.963e+00  1.244e-01  0.000e+00
 0.3880  1.92561e+05  5.040e+00  1.926e+05  1.926e+05  2.364e+00  0.000e+00  1.927e+05 -1.761e+02  4.468e-01  1.817e+00  9.996e-02  0.000e+00
 0.3890  2.07411e+05  5.185e+00  2.074e+05  2.074e+05  2.218e+00  0.000e+00  2.076e+05 -1.774e+02  4.166e-01  1.723e+00  7.882e-02  0.000e+00
 0.3900  2.27105e+05  4.759e+00  2.271e+05  2.271e+05  2.653e+00  0.000e+00  2.273e+05 -1.789e+02  9.310e-01  1.661e+00  6.143e-02  0.000e+00
 0.3910  2.43636e+05  4.286e+00  2.436e+05  2.436e+05  3.135e+00  0.000e+00  2.438e+05 -1.802e+02  1.476e+00  1.611e+00  4.784e-02  0.000e+00
 0.3920  2.49096e+05  4.290e+00  2.491e+05  2.491e+05  3.131e+00  0.000e+00  2.493e+05 -1.809e+02  1.531e+00  1.562e+00  3.785e-02  0.000e+00
 0.3930  2.41823e+05  4.720e+00  2.418e+05  2.418e+05  2.691e+00  0.000e+00  2.420e+05 -1.807e+02  1.145e+00  1.514e+00  3.111e-02  0.000e+00
 0.3940  2.27003e+05  5.032e+00  2.270e+05  2.270e+05  2.371e+00  0.000e+00  2.272e+05 -1.799e+02  8.626e-01  1.482e+00  2.708e-02  0.000e+00
 0.3950  2.10931e+05  4.796e+00  2.109e+05  2.109e+05  2.609e+00  0.000e+00  2.111e+05 -1.787e+02  1.098e+00  1.486e+00  2.526e-02  0.000e+00
 0.3960  1.96895e+05  4.162e+00  1.969e+05  1.969e+05  3.253e+00  0.000e+00  1.971e+05 -1.776e+02  1.675e+00  1.553e+00  2.532e-02  0.000e+00
 0.3970  1.86127e+05  3.661e+00  1.861e+05  1.861e+05  3.759e+00  0.000e+00  1.863e+05 -1.768e+02  2.031e+00  1.701e+00  2.733e-02  0.000e+00
 0.3980  1.80440e+05  3.615e+00  1.804e+05  1.804e+05  3.801e+00  0.000e+00  1.806e+05 -1.766e+02  1.832e+00  1.938e+00  3.171e-02  0.000e+00
 0.3990  1.82649e+05  3.815e+00  1.826e+05  1.826e+05  3.594e+00  0.000e+00  1.828e+05 -1.771e+02  1.312e+00  2.244e+00  3.907e-02  0.000e+00
 0.4000  1.94285e+05  3.814e+00  1.943e+05  1.943e+05  3.593e+00  0.000e+00  1.945e+05 -1.783e+02  9.701e-01  2.573e+00  4.974e-02  0.000e+00
 0.4010  2.13192e+05  3.476e+00  2.132e+05  2.132e+05  3.936e+00  0.000e+00  2.134e+05 -1.798e+02  1.018e+00  2.855e+00  6.339e-02  0.000e+00
 0.4020  2.33111e+05  3.140e+00  2.331e+05  2.331e+05  4.281e+00  0.000e+00  2.333e+05 -1.812e+02  1.190e+00  3.012e+00  7.892e-02  0.000e+00
 0.4030  2.46352e+05  3.238e+00  2.463e+05  2.463e+05  4.183e+00  0.000e+00  2.465e+05 -1.820e+02  1.112e+00  2.976e+00  9.474e-02  0.000e+00
 0.4040  2.48780e+05  3.821e+00  2.488e+05  2.488e+05  3.594e+00  0.000e+00  2.490e+05 -1.820e+02  7.671e-01  2.717e+00  1.095e-01  0.000e+00
 0.4050  2.42043e+05  4.504e+00  2.420e+05  2.420e+05  2.904e+00  0.000e+00  2.422e+05 -1.811e+02  5.237e-01  2.257e+00  1.225e-01  0.000e+00
 0.4060  2.30120e+05  4.882e+00  2.301e+05  2.301e+05  2.525e+00  0.000e+00  2.303e+05 -1.796e+02  7.150e-01  1.676e+00  1.344e-01  0.000e+00
 0.4070  2.15845e+05  4.915e+00  2.158e+05  2.158e+05  2.497e+00  0.000e+00  2.160e+05 -1.777e+02  1.262e+00  1.089e+00  1.466e-01  0.000e+00
 0.4080  2.01614e+05  4.879e+00  2.016e+05  2.016e+05  2.536e+00  0.000e+00  2.018e+05 -1.758e+02  1.765e+00  6.111e-01  1.606e-01  0.000e+00
 0.4090  1.91124e+05  4.977e+00  1.911e+05  1.911e+05  2.436e+00  0.000e+00  1.913e+05 -1.746e+02  1.934e+00  3.243e-01  1.775e-01  0.000e+00
 0.4100  1.88618e+05  5.088e+00  1.886e+05  1.886e+05  2.320e+00  0.000e+00  1.888e+05 -1.742e+02  1.867e+00  2.564e-01  1.972e-01  0.000e+00
 0.4110  1.96388e+05  4.932e+00  1.964e+05  1.964e+05  2.474e+00  0.000e+00  1.966e+05 -1.748e+02  1.864e+00  3.917e-01  2.188e-01  0.000e+00
 0.4120  2.13065e+05  4.432e+00  2.131e+05  2.131e+05  2.979e+00  0.000e+00  2.132e+05 -1.762e+02  2.045e+00  6.925e-01  2.415e-01  0.000e+00
 0.4130  2.33467e+05  3.828e+00  2.335e+05  2.335e+05  3.588e+00  0.000e+00  2.336e+05 -1.780e+02  2.205e+00  1.118e+00  2.645e-01  0.000e+00
 0.4140  2.50211e+05  3.432e+00  2.502e+05  2.502e+05  3.986e+00  0.000e+00  2.504e+05 -1.797e+02  2.068e+00  1.630e+00  2.878e-01  0.000e+00
 0.4150  2.57513e+05  3.300e+00  2.575e+05  2.575e+05  4.114e+00  0.000e+00  2.577e+05 -1.808e+02  1.619e+00  2.184e+00  3.110e-01  0.000e+00
 0.4160  2.54372e+05  3.224e+00  2.544e+05  2.544e+05  4.186e+00  0.000e+00  2.545e+05 -1.811e+02  1.135e+00  2.718e+00  3.332e-01  0.000e+00
 0.4170  2.43195e+05  3.021e+00  2.432e+05  2.432e+05  4.390e+00  0.000e+00  2.434e+05 -1.806e+02  8.957e-01  3.142e+00  3.526e-01  0.000e+00
 0.4180  2.26611e+05  2.776e+00  2.266e+05  2.266e+05  4.640e+00  0.000e+00  2.268e+05 -1.795e+02  9.073e-01  3.366e+00  3.672e-01  0.000e+00
 0.4190  2.07555e+05  2.752e+00  2.076e+05  2.075e+05  4.667e+00  0.000e+00  2.077e+05 -1.782e+02  9.599e-01  3.331e+00  3.757e-01  0.000e+00
 0.4200  1.90683e+05  3.080e+00  1.907e+05  1.907e+05  4.336e+00  0.000e+00  1.909e+05 -1.770e+02  9.105e-01  3.047e+00  3.784e-01  0.000e+00
 0.4210  1.81195e+05  3.603e+00  1.812e+05  1.812e+05  3.808e+00  0.000e+00  1.814e+05 -1.765e+02  8.450e-01  2.586e+00  3.771e-01  0.000e+00
 0.4220  1.82008e+05  4.045e+00  1.820e+05  1.820e+05  3.365e+00  0.000e+00  1.822e+05 -1.767e+02  9.329e-01  2.058e+00  3.742e-01  0.000e+00
 0.4230  1.92405e+05  4.297e+00  1.924e+05  1.924e+05  3.115e+00  0.000e+00  1.926e+05 -1.777e+02  1.175e+00  1.569e+00  3.715e-01  0.000e+00
 0.4240  2.08533e+05  4.483e+00  2.085e+05  2.085e+05  2.932e+00  0.000e+00  2.087e+05 -1.790e+02  1.369e+00  1.193e+00  3.698e-01  0.000e+00
 0.4250  2.24882e+05  4.736e+00  2.249e+05  2.249e+05  2.677e+00  0.000e+00  2.251e+05 -1.804e+02  1.344e+00  9.645e-01  3.688e-01  0.000e+00
 0.4260  2.36578e+05  4.989e+00  2.366e+05  2.366e+05  2.421e+00  0.000e+00  2.368e+05 -1.813e+02  1.166e+00  8.868e-01  3.678e-01  0.000e+00
 0.4270  2.41321e+05  5.026e+00  2.413e+05  2.413e+05  2.382e+00  0.000e+00  2.415e+05 -1.815e+02  1.065e+00  9.512e-01  3.657e-01  0.000e+00
